41;0000153115
44;
74;
22;
28;
19;
48;
73;
80;
81;
71;
40;
87;
27;
26;
52;
84;0000306622
13;
17;
37;
54;
67;
16;
36;
89;
58;
91;
51;
25;
21;
31;
20;
88;
33;
53;
18;
47;
93;
15;
70;
50;
39;
59;
7;
76;
8;
64;
6;
62;
86;
98;
1;
97;
9;
56;
92;
10;
2;
107;
5;
11;
61;0000175162
96;
101;
108;
102;
60;
105;
109;
106;0030051320
104;
103;
112;
114;
110;
117;
111;
113;
116;
115;
118;
119;
120;
121;
123;
122;
128;
125;
127;
126;
129;
130;
124;
132;
136;
131;
134;
133;
137;
135;
139;
138;
141;
140;
142;
143;
144;
146;
147;
145;
148;
150;
152;
149;
151;
155;
154;
153;
156;
160;0000007219
157;0000000010
159;0000064758
158;0000021618
161;0000007221
162;0000007220
163;0000024046
166;0000058197
164;0000059727
169;0000007223
165;0000058199
168;0000058201
167;0000058197
170;0000058200
173;0000071415
171;0000087450
172;0000084959
175;0000012784
177;0000010744
174;0000071416
176;0000029255
180;0000010743
181;0000050163
178;0000010745
179;0000010742
182;0000049392
183;0000085788
184;0000024419
185;0000085027
186;0000084730
189;0000063469
188;0000082676
187;0000080565
193;0000071743
190;0000044905
191;0000071742
195;0000012448
196;0000012449
192;0000035603
197;0000073014
194;
199;0000009931
200;0000074079
198;0000073015
201;0000077623
202;
205;0000009942
203;0000009979
204;0000009941
206;0000016245
207;0000010730
209;0000012450
210;0000005425
208;0000010737
211;0000081113
212;0000073268
214;0000061665
215;0000047666
216;
213;0000009181
217;
218;
219;0000075613
222;0000082987
220;0000082988
221;0000082989
224;0000065267
223;0000082990
226;0000003762
225;0000063644
228;0000000052
227;0000003763
229;0000000051
230;0000000053
232;0000075456
231;0000060829
234;0000085986
235;0000088457
233;0000078035
236;
237;0000084829
239;
240;
238;0000082934
241;0000012859
243;0000012858
242;0000012856
247;0000079782
244;0000003572
245;0000003577
246;0000031754
252;0000081041
248;0000079783
249;0000050622
251;0000050624
250;0000051137
253;0000035035
254;
255;0000061628
259;0000073717
260;0000076131
257;0000077236
256;0000077234
258;0000071491
261;0000080603
264;
262;0000050780
263;0000009850
266;
269;0000045967
270;0000008477
271;
268;0000071275
265;0000086983
267;0000037060
272;
273;0000086147
274;0000000105
275;
276;0000000107
278;0000034673
277;
282;0000000169
279;0000020938
280;0000020939
281;0000020937
285;0000083828
284;0000038907
283;0000079801
286;0000000185
289;0000009454
287;0000009453
288;0000026862
292;0000006281
295;0000041788
290;0000037369
291;0000030556
293;0000000239
294;0000000241
296;0000041404
297;0000000247
301;0000005722
300;0000005721
302;0000080585
298;0000000246
299;0000000248
303;0000010062
304;0000010061
308;0000060910
305;
307;0000085046
306;0000081286
310;0000080615
309;0000045380
311;0000080613
319;0000088735
317;0000026865
312;0000080616
314;0000065188
313;0000020773
316;0000073985
321;0000087857
315;0000065189
318;0000005628
320;0000087855
322;0000077264
324;0000024962
323;0000083635
325;0000073738
326;0000013624
327;0000075805
328;0000061200
329;0000080886
331;0000063576
330;0000063575
333;0000014829
332;0000063577
334;0000007460
335;0000069257
336;0000069258
340;0000000428
337;0000082757
338;0000088024
339;0000039730
342;
343;0000089263
341;
345;0000006848
346;0000007975
347;0000029427
344;0000064715
348;0000005489
352;
351;
349;0000060830
353;
350;0000041865
354;0000003784
356;0000069321
355;0000037063
362;0000006000
358;0000026463
357;0000036491
360;0000082502
361;0000083648
363;0000006001
359;
364;0000038331
365;0000004438
366;0000004437
367;0000004440
368;0000015033
371;0000039640
370;0000039638
372;0000039641
369;0000039636
373;0000039642
374;0000017694
375;0000025459
376;0000031236
377;0000043664
380;0000056917
381;0000058464
379;
378;0000080888
383;0000086152
382;0000080561
384;0000076135
386;0000054408
389;
387;0000087032
385;0000078421
390;0000080497
388;0000087033
391;0000086172
392;0000056015
394;
395;0000031004
393;
397;0000007339
396;
400;0000054063
398;0000021079
399;0000015129
401;0000036836
402;0000070841
403;0000070643
404;0000007227
408;0000008936
407;
405;0000070644
406;
411;0000029103
409;0000073291
412;0000029104
410;0000082285
413;0000076329
416;0000029830
414;0000087408
415;0000083642
418;0000011491
417;
419;0000006396
420;0000076124
428;0000077347
421;0000071514
422;0000007509
423;0000034855
429;0000043384
427;0000086916
425;0000060598
424;
426;0000060850
432;0000063024
430;0000043386
431;0000063023
434;0000081490
433;0000063026
435;0000081491
437;0000064968
436;0000081322
439;
438;
440;0000082994
441;0000082996
442;0000046929
444;
446;
447;0000030852
443;0000000931
445;0000042815
448;0000073800
449;0000073801
451;0000000644
450;0000087469
452;0000008002
454;0000008004
453;0000008003
455;0000076904
456;0000064914
457;0000076907
458;0000076908
460;0000079563
459;0000076906
462;
465;0000041881
461;
464;0000041880
463;
468;0000045012
466;0000005754
470;
467;0000000717
471;0000006878
472;
474;0000086327
473;0000037750
469;
475;0000084771
479;
476;0000088013
480;0000061624
482;0000015891
481;
478;0000006449
477;0000074226
484;0000031604
483;0000041845
485;0000003470
487;0000054883
488;0000060152
486;0000054881
490;0000075097
491;0000083881
492;0000085860
489;0000082793
493;0000083882
494;0000085463
496;0000054067
495;0000084655
497;
499;0000087708
500;0000087709
507;0000083298
504;0000078053
498;0000014136
502;0000017198
501;0000087710
505;0000078054
503;0000087671
506;
508;0000009284
509;0000000974
512;0000079598
510;0000085465
516;
511;0000071002
513;0000080558
514;
518;0000071393
515;0000044160
517;
520;0000053248
521;0000053249
519;0000077394
522;0000001049
527;0000002776
524;0000001050
523;0000001048
525;0000009729
528;0000036248
526;0000048866
530;0000077397
529;0000036249
532;
531;
533;0000008035
534;0000010688
535;0000076150
537;0000076145
536;0000083328
540;0000077404
538;
539;0000086322
541;0000077405
545;0000088570
544;
546;0000014068
549;0000003070
547;0000059221
542;0000077406
543;0000077536
550;0000078008
548;0000020571
551;0000084362
552;
553;0000056897
557;
554;0000036720
556;
555;0000053669
558;0000073946
560;0000043019
559;0000085146
562;
561;0000086776
563;0000054073
566;0000081944
565;
564;0000081931
567;0000044131
568;0000029371
570;
573;0000086259
571;0000080841
569;0000011297
576;0000084386
572;0000077416
578;0000040639
580;0000081104
575;0000030577
577;0000081323
574;0000029862
579;0000060511
584;0000005672
581;0000036476
582;0000026467
583;0000062860
585;0000005671
588;0000086510
586;0000005673
587;0000086508
591;0000064862
593;0000081759
589;0000074312
594;0000081758
592;0000083977
590;0000074309
596;0000005052
598;0000083048
595;
597;
600;0000076931
599;0000083047
603;0000012239
604;0000012240
602;0000077436
605;0000083893
601;0000077435
606;0000011311
607;0000003439
609;
608;0000003437
614;0000087672
612;0000049414
616;0000049678
610;
613;
611;0000026181
615;0000087674
617;0000049679
618;
623;
621;
619;0000083933
622;
620;0000088271
624;0000037548
625;0000037551
628;
631;0000002736
629;0000012276
627;0000003699
630;0000002737
633;0000085515
626;0000003704
632;
634;
635;
641;0000031027
636;0000006553
643;0000078779
638;0000056023
644;0000049393
639;0000010239
645;
637;0000037490
640;0000083819
642;0000031029
646;0000011828
647;
648;0000088021
649;
650;0000075079
651;0000087403
652;0000087487
653;0000008073
654;0000008071
656;0000008072
655;0000050395
660;0000001829
657;0000003242
659;0000001828
661;0000001830
658;0000003243
664;0000045051
665;0000065241
662;0000001827
668;0000086836
663;0000087623
667;0000081028
670;0000001884
666;0000084052
669;
671;0000084557
672;
675;0000002637
673;0000002642
674;0000002640
676;
677;
679;
683;0000001912
678;0000059257
681;
680;
684;0000087409
682;0000001911
685;0000087411
686;0000087413
687;0000010575
688;0000003990
693;0000030856
691;0000038898
690;0000003989
692;0000030858
689;0000003988
698;0000041048
697;0000039121
694;0000030857
695;0000084381
696;
699;0000077485
700;0000077484
701;0000085168
702;0000010655
703;0000084485
704;0000079797
708;0000011536
706;0000080301
705;0000070360
707;0000083022
709;0000025008
714;0000016131
713;0000007710
718;0000058167
711;0000085654
710;0000037603
715;0000005556
712;
716;
717;
723;0000057162
719;0000077489
722;0000086591
720;0000083940
725;0000013913
721;0000086590
724;0000080851
726;
727;
728;
730;0000002653
731;
729;0000002655
732;0000029381
734;
