38135;0000069125
38191;0000099109
38195;0000271690
38138;0003968146
38197;0000163979
38199;0006230223
38142;0000135672
38141;0000135674
38201;0000112532
38202;0000112528
38145;0000325261
38147;0000325263
38144;0000113319
38206;0000274786
38148;0000325264
38208;0000123436
38205;0000112392
38154;0000312638
38151;0000135825
38207;0000112393
38161;0000105051
38218;0000292762
38212;0000260597
38164;0000334769
38224;0000312506
38219;0000322660
38156;0000178748
38216;0000303904
38213;0000258087
38158;0000105049
38157;0000105048
38221;0000312503
38163;0000334768
38165;0000334770
38166;0000334771
38227;0000119763
38170;0000334775
38242;0000286687
38228;0000145132
38171;0000038874
38232;0000312509
38230;0000312507
38245;0000286706
38240;0000286684
38236;0000175106
38238;0000358956
38175;0000275950
38233;0000312510
38174;0000134163
38177;0000178920
38178;0000178921
38249;0000283563
38185;0000081410
38248;0000307361
38187;0000078196
38182;0000081407
38180;0000081405
38244;0000286703
38184;0000081409
38250;0000309065
38251;0000271127
38253;0000271131
38258;0000271206
38254;0000271129
38189;0000099111
38260;0000271137
38193;0000271072
38192;0000271069
38262;0000271135
38194;0000271073
38196;0000163985
38203;0000112391
38198;0000296950
38264;0000271074
38200;0000112530
38265;0000271075
38204;0000136016
38269;0000271141
38266;0000271209
38270;0000271138
38271;0000271139
38274;0000271079
38277;0000271213
38209;0000123435
38278;0000271210
38210;0000129548
38214;0000026933
38211;0000260594
38215;0000249203
38114;0000241368
38279;0000271211
38220;0000158126
38281;0000271142
38222;0000312504
38223;0000312505
38285;0000271212
38290;0000271148
38287;0000271149
38291;0000271217
38293;0000271216
38295;0000271150
38225;0000151356
38298;0000271221
38231;0000312508
38229;0000312502
38226;0000309233
38234;0000312511
38237;0003968183
38235;0000314845
38300;0000271220
38302;0000271154
38239;0000286682
38241;0000286685
38303;0000271155
38304;0000271156
38308;0000271082
38306;0000271222
38314;0000271084
38311;0000271158
38246;0000286709
38247;0000286710
38312;0000271159
38257;0000271133
38243;0000286688
38259;0000271205
38252;0000271128
38255;0000271130
38256;0000271132
38319;0000271165
38362;0000280595
38317;0000271225
38261;0000271134
38323;0000271086
38324;0000271087
