657;4754
666;4748
666;4788
626;4756
656;4757
631;4759
648;4762
673;4764
627;4766
665;4765
683;4769
630;4772
654;4771
664;4777
674;4779
667;4778
668;4782
660;4781
670;4787
658;4789
678;4790
688;4792
689;4793
692;4794
682;4797
701;4796
691;4798
694;4804
693;4805
690;4809
695;4833
703;4821
878;4835
881;4837
746;4840
911;4838
898;4846
886;4847
882;4848
883;4851
884;4852
894;4859
879;4868
893;4869
905;4862
910;4870
885;4873
897;4877
880;4878
887;4879
896;2979
896;4883
912;3278
912;4884
908;1289
908;4885
959;4886
956;4906
930;4910
937;4912
937;4934
960;4909
962;4916
932;4914
961;4919
915;4930
995;4937
968;4939
1003;4944
998;4945
993;4949
984;4956
988;4966
1001;4965
989;4958
994;4970
1062;4977
990;4968
1005;4979
975;4985
971;4988
1036;4995
1041;5003
1016;5033
1023;5010
1055;5021
1042;5034
1051;5025
1052;5026
976;5032
1053;5035
1065;5036
1063;5038
1095;5040
1068;5043
1106;5052
1070;5059
1108;5062
1114;5065
1107;5060
1087;5068
1071;5081
1097;5083
1112;5085
1125;5088
1142;5093
1158;5094
1148;5102
1136;5103
1136;5134
1146;5100
1139;5101
1127;5104
1135;5116
1126;5117
1129;5123
1123;5128
1156;5129
1138;5135
1165;5137
1173;5144
1173;5183
1167;5146
1190;5147
1169;5149
1177;5150
1180;5151
1197;5152
1211;5154
1168;5158
1204;5162
1208;5161
1201;5164
1184;5165
1206;5170
1183;5176
1207;5175
1203;5174
1182;5180
1209;5182
1214;5185
1185;1594
1185;5186
1205;5187
1213;5188
1250;5191
1224;5197
1223;5198
1236;5195
1253;5209
1260;5221
1246;5226
1235;5231
1217;5233
1255;5234
1259;5235
1264;5238
1239;5239
1266;5242
1276;5243
1277;5244
1279;5247
1291;5251
1292;5252
1270;5248
1273;5254
1304;5257
1271;5255
1278;5256
1309;5253
1272;5258
1295;5262
1305;5265
1308;5267
1269;5268
1313;5278
1280;5285
1296;5287
1315;5289
1325;5292
1340;5293
1352;5296
1336;5303
1341;5305
1337;5307
1343;5306
1342;5312
1320;5316
1335;5317
1345;5318
1338;5313
1362;5322
1353;5311
1350;5325
1344;5323
1339;5332
1363;5335
1321;3473
1321;5336
1366;5350
1367;5346
1372;5347
1393;5390
1415;5360
1389;5359
1385;5369
1322;5384
1407;5388
1414;5391
1440;5392
1455;5393
1419;5399
1433;5401
1439;5408
1427;5417
1457;5416
1458;5420
